Author,Comment,Published At
@itstimothy9995,first day <3,2025-01-16T14:17:47Z
@NxT-Enzo,❤,2025-01-16T14:16:20Z
@VinayGade,"The style of the video is making me cry in nostalgia

How did you do that ?",2025-01-16T14:16:20Z
@Ayano-koji2011,I like it❤,2025-01-16T14:14:36Z
@dreyan2004,My fav music atm,2025-01-16T14:14:35Z
@rohitacharya5716,I'll imagine we fell in love word imagine define a lot 💔,2025-01-16T14:11:55Z
@deaddealerkeaa,"what if that aliens we're talking bout are advanced humans visiting earth?
🧐🧐",2025-01-16T14:09:41Z
@Eve17934,I’m obsessed with this song it’s soo beautiful ❤,2025-01-16T14:04:42Z
@dspdsp-pr6bc,Yuny Kai is so cute and have a beautiful and attractive voice and blue💙 is my most favorite song in 2024-2025 .,2025-01-16T14:02:32Z
@yamikillua32,hmmmm,2025-01-16T14:01:26Z
@KakiTamchi,I'm stuck with this song❤,2025-01-16T14:01:19Z
@jaggufre1627,Bro month by month 📈📈,2025-01-16T13:57:56Z
@ĐạtMinh-t4z,Can anyone recommend a song like this please?,2025-01-16T13:57:33Z
@tanhongyun905,This song made me feel no more Monday blue,2025-01-16T13:57:14Z
@suhaaaaa5,"I found a favorite artist now, hopefully I found him so earlier before people knew him :3 and I was so surprised by seeing my favorite influencer julia ma was in the music video! I'm so happyyy i know I will love this song every time I hear <3",2025-01-16T13:56:40Z
@ayla-ni,https://youtu.be/DQYsC1HZWcM?si=ywtwHMBomIkQhSxq,2025-01-16T13:54:17Z
@ilovelanadelrey_5,THS IS SO GOOD.,2025-01-16T13:53:59Z
@chillinglyrelaxing2260,what i would do..,2025-01-16T13:53:57Z
@ffoairy,"thank you yung kai, your song heals me ❤",2025-01-16T13:52:28Z
@ThisisKristina123,1:47 my fav part❤❤,2025-01-16T13:52:09Z
@gooshyV,.,2025-01-16T13:51:25Z
@gooshyV,you'd be mine😣❤,2025-01-16T13:51:17Z
@pukhothangchai7,Every time I listen to this song it reminds me of MY HERO HIMMEL 😌,2025-01-16T13:47:29Z
@lanchenba.,"""I'll trust the universe will always bring me to you"" melted my heart.",2025-01-16T13:45:44Z
@SHINEtheWINEヅ,"If you're listening to this peaceful masterpiece instead of those upbeat music stuffs kuddos to your music taste guyssss 😩🤌🏻

PS: WELL WELL WELL NO OFFENCE TO UPBEAT MUSIC LOVERS OKAY....",2025-01-16T13:44:52Z
@limau3.o,seperti aku yang memimpikannya namun agak susah tuk digapai,2025-01-16T13:43:14Z
@daveupeksha4714,You are the best and i love this song very much 😉💞,2025-01-16T13:40:37Z
@ShinThantPhyu-v7n,Your song reduce my stress❤,2025-01-16T13:40:02Z
@Shiroooonly,Absolute cinema 🙌,2025-01-16T13:39:45Z
@RajbirShahi,nice song,2025-01-16T13:38:18Z
@Cainible,wsg,2025-01-16T13:37:15Z
@salonrai668,I love u,2025-01-16T13:37:05Z
@bryntt,Reminds me of how i wasted my time chasing someone expecting them to love me but in the end they only had a crush on me long ago and now its gone ig its my fault since i didnt accept the gift they gave to me now i regret it i was too shy to accept it because i told them i didnt need gifts,2025-01-16T13:37:04Z
@sadmanmahmudtaofiq,"Not gonna lie, ‘Yung Kai - Blue’ is the definition of a masterpiece. Who’s here before this blows up? 💙🔥",2025-01-16T13:35:26Z
@sadmanmahmudtaofiq,"POV: You’re scrolling through the comments to see if everyone feels the same magic you do. Yup, they do. 💙",2025-01-16T13:35:09Z
@di15oc,mykisah,2025-01-16T13:33:52Z
@sadmanmahmudtaofiq,Every note in 'Blue' is perfection. This is what music for the soul sounds like.,2025-01-16T13:33:21Z
@Yamijod,My fav song❤❤,2025-01-16T13:32:52Z
@madesriastuti8469,omg juliamaa🫶🏻🩷,2025-01-16T13:32:40Z
@sadmanmahmudtaofiq,"This song creates a perfect balance between chill vibes and deep emotion. Yung Kai, you've outdone yourself!",2025-01-16T13:32:27Z
@Manaaa-u4c,My kisah,2025-01-16T13:31:29Z
@adhisr1339,lirik my kisah 😹,2025-01-16T13:31:19Z
@sadmanmahmudtaofiq,This is the only song I can relate to.,2025-01-16T13:30:36Z
@jamesbuckybarnes9290,oooooo,2025-01-16T13:30:22Z
@projectwibu704,Reupload *,2025-01-16T13:30:03Z
@AHMD-47,im the 730th Comment woo,2025-01-16T13:26:47Z
@Weetrifarm-r7e,I love this song ❤❤ it’s a masterpiece you’re voice is so beautiful ❤ blue is one of my favorite songs I have so much respect for your music and talent ❤,2025-01-16T13:25:34Z
@AnjuMahato-t8q,Just love it😭🫶,2025-01-16T13:25:32Z
@ZainaKhan-tf7pj,this song is definitely my roman empire 😭😭😭💕 the way it gives perfect when I fly towards you vibes makes me miss lurangzai so much😭 such a beautiful piece of art good work kai! 🌺,2025-01-16T13:23:44Z
@finityy,oh no penyakit yung kai blue gila😮😮,2025-01-16T13:23:35Z
@Jenisha_j-l5t,Yung kai thank you for making this 2024 and 2025 with a blast of the best love song of the year! 💕 Hope you'll do even more songs🤞🐣,2025-01-16T13:23:31Z
@Casualsonn,This are the song that we can listen it repeat ly but never bored : ),2025-01-16T13:22:48Z
@EuOMath,"que legal, véi",2025-01-16T13:22:28Z
@efef_for_real,"this song always made me smile like a crazy
😅😅😂😂🙂🙂🥲🥲🥹🥹😭😭😭😭",2025-01-16T13:22:14Z
@ShruthiGummakonda,"Yung kai ❤❤
You are the best 💗 
Streaming on Spotify 😁 
Lots of love ❤
From india 🇮🇳",2025-01-16T13:21:52Z
@divmansahambangung,mY kisah,2025-01-16T13:21:26Z
@JeonJungkook-jj5dm,Thank you so much for this beautiful song🥺🥺🤍,2025-01-16T13:19:59Z
@Fakeyuzuke,This man made me fall in love again 🫠❤️,2025-01-16T13:19:34Z
@Pthato.1,the beauty of being loved and to be capable of loving someone.,2025-01-16T13:19:29Z
@meowpoof,Omyyyyyyy 🥺❤ still obsessed,2025-01-16T13:18:43Z
@NoSkillsAlex,Good thing its getting attention it deserves. Bad thing its getting attention way too much. 😔 making this song another Tiktok taste (not a hater),2025-01-16T13:16:17Z
@axelinoamberly,😢❤ perfect song,2025-01-16T13:15:15Z
@RONALGANZ48,I'm so obsessed with this song that I play it every day,2025-01-16T13:14:55Z
@KaiSen5395,Love❤,2025-01-16T13:11:31Z
@Basti_Autoplay,Miss ko na s'ya🥲,2025-01-16T13:10:36Z
@just_iblue,Peak 🗣🔥🔥🔥,2025-01-16T13:10:11Z
@AsokaRicat,Supremacy yungkai❤❤,2025-01-16T13:08:22Z
@themeg6969,🥰🥰🥰🥰,2025-01-16T13:07:56Z
@Vex_nova_88,❤❤❤,2025-01-16T13:07:25Z
@theendoftheworld7011,The whole lyrics doesn't have a word blue 😅,2025-01-16T13:06:45Z
@Suzyinlove1,Wait guys is the girl the youtuber Julia ma??,2025-01-16T13:06:08Z
@CHOSEUNGYOUNNN,OH YEAHHHHHHHHHHHHH,2025-01-16T13:05:28Z
@SoulZhen,Nice,2025-01-16T13:05:08Z
@Cloviissz,my kisah,2025-01-16T13:02:18Z
@beamkeb07,เพลงดีมากเลยยย so good,2025-01-16T12:59:10Z
@sulzen1233,Top CMT is gay😂,2025-01-16T12:57:23Z
@Fearlesskuy,a,2025-01-16T12:55:13Z
@Skeleton_friend,"This song
Love of your life 💙
Beach 🌊
Moon 🌙
Night sky 🌌

Heaven 🪞🦢",2025-01-16T12:54:14Z
@SMITPLAYZ09,In the world of Phonk and pop music ...I love this song ❤ 💕,2025-01-16T12:50:53Z
@Real_EthanRBX,Love this song so much❤❤🎉😂,2025-01-16T12:50:45Z
@triwin4142,"Your morning eyes, I could stare like watching stars
I could walk you by, and I'll tell without a thought
You'd be mine, would you mind if I took your hand tonight?
Know you're all that I want this life

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?

My love will always stay by you
I'll keep it safe, so don't you worry a thing, I'll tell you I love you more
It's stuck with you forever, so promise you won't let it go
I'll trust the universe will always bring me to you

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?",2025-01-16T12:50:32Z
@premmagar7191,❤,2025-01-16T12:43:43Z
@Gaga_aein,Therapy fr <33,2025-01-16T12:42:48Z
@Lubna_QX,"The lirycs :
Your morning eyes, I could stare like watching stars
I could walk you by,  and I'll tell without a thought
You'd be mine, would you mind if I took your hand tonight?
Know you're all that I want this life

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?

My love will always stay by you
I'll keep it safe, so don't you worry a thing
I'll tell you I love you more
It's stuck with you forever, so promise you won't let it go
I'll trust the universe will always bring me to you

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?",2025-01-16T12:42:29Z
@Stmblsad,"The calmness and the sense of opium when listening to this song, this is my type of song. Someone please let me know if there are other songs that have a similar aura. 
1:49",2025-01-16T12:40:41Z
@qmaa-ci5pb,my comfort song ☺️🤍,2025-01-16T12:40:27Z
@emilymusic22,"So calm and soothing. 🥹
Tried to cover the song! 🩵⬇️
 https://youtu.be/GRNybPSNhmM",2025-01-16T12:39:42Z
@satoru556,bros milking the song dry,2025-01-16T12:36:21Z
@cqrat,yung kai you are a musical genius,2025-01-16T12:35:56Z
@AgriyaMegi,Thank you for creating a masterpiece which I will never be able to forget 🌸✨,2025-01-16T12:34:35Z
@iris_michelle,whenever i hear this song i immediately remember wifty it's a must watch series fr,2025-01-16T12:33:05Z
@ParodyMey,I always listen and can't wait for one more,2025-01-16T12:29:22Z
@ParodyMey,I always listen and can't wait for one more,2025-01-16T12:28:54Z
@Lily_Khuenphunsudawrin,This is my fav song 😭🎧,2025-01-16T12:23:12Z
@Zenloss.,Pahlawan himnel pasti akan melakukan hal yang sama,2025-01-16T12:22:59Z
@Fhlf.,🎉,2025-01-16T12:21:29Z
@arialfiandi8736,duduk -> ngopi -> ngelamun -> denger lagu ini = ketenangan😔,2025-01-16T12:21:06Z
@bonaventurawp313,"bro, now he really upload a video with his model girl who make himself breakup with his ex",2025-01-16T12:20:06Z
@Pthato.1,What a damn gem..,2025-01-16T12:19:08Z
@BIJESH_RAI,❤...,2025-01-16T12:17:22Z
@mashiatjahan742,"Perfect slow, calming, loving song. Whenever you feel like you need a bit of love come back here",2025-01-16T12:16:09Z
@riri_kindred,"日本語のコメント見かけないけど、聴いてる人いるかな？|´-`)ﾁﾗｯ
Xでもつぶやいてる人少ないから寂しいやい！
同士集まれ〜！！！",2025-01-16T12:12:48Z
@RaviPrajapati-iu7ep,We met again,2025-01-16T12:11:55Z
@jeicfernandez6949,"top tier song id forever reccommend and listen to, been 2 years single while listening to this song TwT well love can wait i simply enjoy loving myself atm",2025-01-16T12:11:53Z
@siripiripiri1,this song feels like a warm hug from a loved on,2025-01-16T12:11:47Z
@DorcelLasmarias,Who's single here?,2025-01-16T12:10:16Z
@yojiikumo,this song made me love the ocean,2025-01-16T12:09:55Z
@p2thZ,sailor song vibes...,2025-01-16T12:09:46Z
@13zahra,can't get enough<3,2025-01-16T12:09:16Z
@limi2,Literally my favorite music gw real aseli no cap gak bohong,2025-01-16T12:08:18Z
@Randomfanedits114,Yesssssss,2025-01-16T12:07:19Z
@ReallyBigHead,"I really appreciate these types of music, sometimes you don’t need music to be extreme",2025-01-16T12:04:32Z
@jennie_unnie_asa,The best song that I have ever heard in my whole life <33,2025-01-16T12:04:15Z
@imzworts,This song is my favorite song ❤❤❤,2025-01-16T12:03:17Z
@Sucess-S8,Obsessed with this song❤,2025-01-16T12:03:05Z
@kimhoichinkipgen3612,Me listening and thinking about my crush 🥲hit different 😇🥰🥰,2025-01-16T12:02:03Z
@AntScoct,Anyone from Insta FB Twitter and tiktok 👇👍,2025-01-16T12:00:33Z
@rahee8738,Love from Bangladesh 🤍,2025-01-16T11:59:37Z
@earthchansociety7769,Beautiful how love changes us. To grow together is a blessing and a tradition 3 billion years strong.,2025-01-16T11:59:33Z
@devilcry6672,"INDONESIA HADIR 🔥, Sebuah Kisah Ketika Cinta Yang Tak Terbalaskan dan Hanya Bisa Berimajinasi Untuk Selalu Bersama Hingga Akhir Hayat 😁🙂🥲😭",2025-01-16T11:58:27Z
@wangggyu7555,Aaaaaaa my favorite songg!!!!!!,2025-01-16T11:57:16Z
@HtooEainThinAI,😭🩵🤍,2025-01-16T11:57:03Z
@prabashimunipura1801,"This will be my song of the year, coz it reminds me of my 5 years of love I felt, tho I know I won't feel it again.",2025-01-16T11:55:29Z
@PloteñaRola,Love the songs bro❤,2025-01-16T11:55:16Z
@zzzzzz3861,Lesss go 🎉,2025-01-16T11:55:05Z
@love_enhapacteuuu,this song has been in my mind for a LOOOONG TIMEEEE 🙃,2025-01-16T11:54:27Z
@markus8689,"Bro this kid is going places, nowhere that I will go to though.",2025-01-16T11:53:51Z
@Zoro______,This song is to calming and peaceful ❤️🤌🏻,2025-01-16T11:52:54Z
@2213_emma,this song is just perfect>>>❤,2025-01-16T11:52:04Z
@RonitShresthaa,Perfection🤌🤌,2025-01-16T11:51:23Z
@Callme-sart,I fall in love with this song 🎧❤,2025-01-16T11:51:21Z
@Xiyaann,Aku suka lagu ini❤,2025-01-16T11:51:15Z
@fazar4301,mesnol,2025-01-16T11:51:00Z
@audreydang1611,These days its so hard to find such a beautiful song like this,2025-01-16T11:49:16Z
@XNiNE46,saiiiiiiiiiiiiiii,2025-01-16T11:48:39Z
@Giant_monkeyLOL,nice,2025-01-16T11:48:11Z
@loveufee,"Bro, this is truly a banger",2025-01-16T11:47:56Z
@BrandonkarlSalomson,I like this MV than the first one because it suits perfectly love it. x,2025-01-16T11:45:55Z
@changdmcpg3689,Anyone in 2050?🎉,2025-01-16T11:45:48Z
@DECISION-u1w,"Hey guys ,
I covered this song too, can y'all give it a listen and gimme me feedback good or bad?
It will mean a lot :)",2025-01-16T11:45:14Z
@rockypacana1654,This song is the best love song,2025-01-16T11:44:42Z
@onepiece_luffysgirl,Just in time❤I love ur song and u have no idea how much I'm hold it to my heart,2025-01-16T11:39:23Z
@Todas31,kalmado lang,2025-01-16T11:39:09Z
@Sombit9,"How did they record, like what did they use, it looks really uh peaceful",2025-01-16T11:36:53Z
@missmopoba,"The MOST perfect song, the music, the lyrics and everything is just too perfect. and i love it.",2025-01-16T11:34:18Z
@Bli_Mitri,❤,2025-01-16T11:33:04Z
@sabrinmanandhar4134,"yung kai, please drop another banger !!!",2025-01-16T11:29:44Z
@shouji6969,penyakit blue yungkai gila,2025-01-16T11:29:25Z
@habrey,Video concept for the song 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2025-01-16T11:27:20Z
@febrizkimawikere229,why this song makes me miss somebody don't exist,2025-01-16T11:26:44Z
@shohan_suvro,listening with a broken heart,2025-01-16T11:22:28Z
@Tthhh215,I love your song❤,2025-01-16T11:22:11Z
@da1nonlycs,smh It reminds me of COVID time watching anime all day long while being single when I listen to this song,2025-01-16T11:17:59Z
@Hdia777,I like this song its cool and calm😮,2025-01-16T11:17:47Z
@umudukrkbirliseli2327,160125 :),2025-01-16T11:17:03Z
